0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.009248,-1.900000,2.100000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000717,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000452,-2.000000,2.000000
0.000981,-2.000000,2.000000
0.000981,-2.000000,2.000000
0.662834,-3.000000,2.000000
0.000717,-2.000000,2.000000
