258.086822,-2.000000,2.000000
1397531042301008992319752534876776065449345414208742629068521513901076092371867768781031866368.000000,-1.000000,0.500000
21248039155279237120.000000,-1.000000,1.000000
258.086822,-2.000000,2.000000
258.086822,-2.000000,2.000000
258.086822,-2.000000,2.000000
258.086822,-2.000000,2.000000
258.086822,-2.000000,2.000000
21248039155279237120.000000,-1.000000,1.000000
21248039155279237120.000000,-1.000000,1.000000
258.086822,-2.000000,2.000000
258.086822,-2.000000,2.000000
