0.200734,-2.000000,2.000000,2.000000,1.000000
0.200734,-2.000000,2.000000,2.000000,1.000000
0.010618,-1.900000,2.100000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001712,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.001236,-2.000000,2.000000,5.000000,2.500000
0.200734,-2.000000,2.000000,2.000000,1.000000
0.013523,-2.000000,2.000000,2.000000,2.000000
0.018663,-2.000000,2.000000,2.000000,2.000000
0.018663,-2.000000,2.000000,2.000000,2.000000
0.707700,-3.000000,2.000000,2.000000,2.000000
0.016186,-2.000000,2.000000,2.000000,2.000000
