0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.326837,-1.900000,2.100000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.321205,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.297529,-2.000000,2.000000
0.399159,-2.000000,2.000000
0.399159,-2.000000,2.000000
0.925761,-3.000000,2.000000
0.321205,-2.000000,2.000000
